commissioning_date,municipality,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,electrical_capacity,municipality_code,project_name,production,tariff,notification_date,contract_period_end,street,canton,company,lat,lon,data_source
2015-03-25,Inwil,Renewable energy,Solar,,Connected unit,0.0816,6034,PV BE Netz AG Inwil - Turnhalle Schulhaus,0.9541499999999999,,2011-07-23,,Hauptstrasse 49,LU,BE Netz AG,47.1278,8.3637,BFE
2015-03-25,Villeret,Renewable energy,Solar,,Connected unit,0.1093,2613,PV SunnySun SA Villeret,134.043,,2011-04-26,,Les Champs du Clos 63,BE,SunnySun SA,47.1493,7.0318,BFE
2015-03-26,Bachs,Renewable energy,Solar,,Connected unit,0.0572,8164,*PV Hans-Rudolf Matzinger Bachs,1.60155,,2010-12-21,,Tiergarten 5,ZH,Hans-Rudolf Matzinger,47.5288,8.4257,BFE
2015-03-26,Zizers,Renewable energy,Solar,,Connected unit,0.1555,7205,PV Donatsch Söhne AG Landquart - Halle 4,161.89935,,2011-07-27,,Sägenstrasse  14 / Sacklöser 701,GR,Donatsch Söhne AG,46.936,9.5782,BFE
2015-03-26,Habschwanden,Renewable energy,Solar,,Connected unit,0.12555,6166,PV Soltracting AG Habschwanden - Lustenberger Söpp,118.20726,,2011-04-27,,Buchmatt,LU,Soltracting AG,46.9608,8.0831,BFE
2015-03-26,Schüpfheim,Renewable energy,Solar,,Integrated unit,0.0998,6170,PV Möbel Portmann AG Schüpfheim - Hauptgebäude,87.05616000000002,,2011-09-07,,Hindervormüli 1,LU,Möbel Portmann AG,46.9441,8.0058,BFE
2015-03-26,Davos Dorf,Renewable energy,Solar,,Connected unit,0.091,7260,PV KRATS AG Davos Dorf - Büel,90.05028000000001,,2011-06-20,,Dischmastrasse 29,GR,KRATS AG,46.7783,9.879,BFE
2015-03-27,Allaman,Renewable energy,Solar,,Connected unit,0.39312,1165,PV IKEA AG Allaman - store,423.99640000000005,,2011-02-09,,Es Grangettes,VD,IKEA AG,46.4703,6.3932,BFE
2015-03-27,Mitlödi,Renewable energy,Solar,,Connected unit,0.11544,8756,PV Luchsinger U. Holz GmbH Mitlödi - Männweg,96.68,,2011-06-20,,Männweg 2 ,GL,Luchsinger U. Holz GmbH,47.0146,9.0906,BFE
2015-03-27,Sempach,Renewable energy,Solar,,Connected unit,0.8146,6204,"PV Suisag, Aktiengesellschaft für Dienstleistungen in der Schweineproduktion Sempach",769.1136000000002,,2011-06-03,,Allmend 8,LU,"Suisag, Aktiengesellschaft für Dienstleistungen in der Schweineproduktion",47.1363,8.2061,BFE
2015-03-27,Bretzwil,Renewable energy,Solar,,Connected unit,0.1326,4207,"PV Hinterberg, Bretzwil",135.18925,,2008-06-23,,Hinterberg 26,BL,ADEV Solarstrom AG,47.3953,7.6517,BFE
2015-03-27,Egolzwil,Renewable energy,Solar,,Connected unit,0.1274,6243,PV Alpnach-Sonnenstrom AG Egolzwil - Strafanstalt ,77.15271000000003,,2010-12-23,,Wauwilermoos ,LU,Alpnach-Sonnenstrom AG,47.1844,7.9973,BFE
2015-03-27,Vernier,Renewable energy,Solar,,Connected unit,0.52936,1214,PV IKEA AG Vernier - store,541.4598000000001,,2011-02-09,,Route de Vernier 156,GE,IKEA AG,46.2134,6.0809,BFE
2015-03-27,Wilen-Gottshaus,Renewable energy,Solar,,Connected unit,0.0437,9225,PV Fuchs Immo Concept GmbH Wilen-Gottshaus - II,42.476,,2009-12-03,,Lauften 4,TG,Fuchs Immo Concept GmbH,47.4897,9.3053,BFE
2015-03-27,Wängi,Renewable energy,Solar,,Connected unit,0.33462,9545,PV Sprenger Bioenergie-Gewinnung Wängi,344.5307,,2011-04-05,,Anetswilerstrasse 14,TG,Sprenger Bioenergie-Gewinnung,47.4977,8.9674,BFE
2015-03-27,Sevgein,Renewable energy,Solar,,Connected unit,0.31876,7127,PV cplusm GmbH Sevgein - 11-118-A/B - Stalldach Cadelbert,295.52676,,2011-08-22,,Curschetta 118A,GR,cplusm GmbH,46.7574,9.2261,BFE
2015-03-28,Reichenburg,Renewable energy,Solar,,Connected unit,0.24819,8864,PV Gemüsebau Kistler Reichenburg - Halle Kühlhaus Nord-West,223.33328000000003,,2010-11-25,,Neulandstrasse 1,SZ,Gemüsebau Kistler,47.1627,8.9757,BFE
2015-03-28,Pratteln,Renewable energy,Solar,,Connected unit,0.22684,4133,PV Cathy & Christian Roeske-Kroh Pratteln,217.55382,,2011-02-09,,Dürrenhübelstrasse 9,BL,Cathy & Christian Roeske-Kroh,47.5174,7.6941,BFE
2015-03-28,Sempach Station,Renewable energy,Solar,,Connected unit,0.25324,6203,PV Beat Risi AG Sempach Station - Eichweid 10,229.69423999999995,,2011-03-31,,Eichweid 10,LU,Beat Risi AG,47.1187,8.2088,BFE
2015-03-29,Gränichen,Renewable energy,Solar,,Connected unit,0.13008,5722,PV Tecnofil AG Gränichen - II,111.44058,,2011-04-08,,Nordstrasse 3,AG,Tecnofil AG,47.3543,8.1057,BFE
2015-03-30,Schwanden,Renewable energy,Solar,,Connected unit,0.05048,3657,PV Elenkavest AG Schwanden,39.311099999999996,,2009-10-01,,Allmendschwandstrasse 61,BE,Elenkavest AG,46.7443,7.757,BFE
2015-03-30,Maienfeld,Renewable energy,Solar,,Connected unit,0.05203,7304,PV MM Bau GmbH Maienfeld - Landwirtschaftsgebäude,45.93048,,2011-07-04,,Pardellgasse,GR,MM Bau GmbH,47.0192,9.5398,BFE
2015-03-30,Domdidier,Renewable energy,Solar,,Connected unit,1.30221,1564,PV SunnySun SA Domdidier - Von Bergen,1252.36825,,2011-09-17,,Route de lIndustrie 94,FR,SunnySun SA,46.8609,7.0107,BFE
2015-03-30,Valchava,Renewable energy,Solar,,Integrated unit,0.1,7535,PV Dalaval GmbH Valchava - Dalaval 33,106.80090000000001,,2011-07-07,,Parzelle 1459 / 827408 165435,GR,Dalaval GmbH,46.5966,10.3811,BFE
2015-03-30,Laax,Renewable energy,Solar,,Connected unit,0.0619,7031,PV Flims Electric AG Laax,66.6244,,2010-10-18,,Via Stradun 21,GR,Flims Electric AG,46.8113,9.2662,BFE
2015-03-30,Knutwil,Renewable energy,Solar,,Connected unit,0.3692,6213,PV Suisag Knutwil - KB-Station,386.78032,,2011-08-30,,Schaubern,LU,"Suisag, Aktiengesellschaft für Dienstleistungen in der Schweineproduktion",47.2023,8.0707,BFE
2015-03-30,Wattwil,Renewable energy,Solar,,Connected unit,0.38376,9630,PV Toggenburg Energie Finanz AG Wattwil - Markthalle,310.12199999999996,,2010-11-23,,Austrasse 21,SG,toggenburg energie finanz ag,47.2858,9.0867,BFE
2015-03-30,Klingnau,Renewable energy,Solar,,Connected unit,0.35932,5313,PV Häfeli-Brügger AG Klingnau - Industrie Zelgli,368.10389999999995,,2010-11-12,,Zelgli 10A,AG,Häfeli-Brügger AG,47.5885,8.2492,BFE
2015-03-30,Lustdorf,Renewable energy,Solar,,Connected unit,0.41548,8512,PV Holz- und Elementbau Krattiger GmbH Lustdorf,432.83067000000005,,2011-07-15,,Hessenbohlstrasse 16,TG,Holz- und Elementbau Krattiger GmbH,47.55,8.9639,BFE
2015-03-30,Klingnau,Renewable energy,Solar,,Connected unit,0.08788,5313,PV Häfeli-Brügger AG Klingnau  - Industrie Zelgli,87.56115,,2010-11-12,,Zelgli 10A,AG,Häfeli-Brügger AG,47.5885,8.2492,BFE
2015-03-30,Maienfeld,Renewable energy,Solar,,Connected unit,0.22899,7304,PV MM Bau GmbH Jenins,219.42054000000005,,2011-09-06,,Rossried 486A (Reithalle Parzelle 1841),GR,MM Bau GmbH,47.0192,9.5398,BFE
2015-03-30,Solothurn,Renewable energy,Solar,,Connected unit,0.078,4500,PV Blue Hold AG Solothurn - PC CIS / Raiffeisenhalle,69.29612999999999,,2011-08-12,,Hans Huber-Strasse 43,SO,Blue Hold AG,47.2081,7.5283,BFE
2015-03-30,Baden-Dättwil,Renewable energy,Solar,,Connected unit,0.23556,5405,PV Espark AG Baden-Dättwil - Espark Halen,275.91033000000004,,2011-09-02,,Oberrordorferstrasse 1,AG,Espark AG,47.4545,8.2843,BFE
2015-03-30,Spreitenbach,Renewable energy,Solar,,Connected unit,0.08736,8957,*PV Solarspar Spreitenbach - Laufstalldach,87.6143,,2011-03-15,,Raiackerstrasse 7,AG,Solarspar,47.4174,8.3667,BFE
2015-03-30,Rüthi,Renewable energy,Solar,,Connected unit,0.085,9464,PV Mons Kraftwerke AG Rüthi ,82.49433,,2011-07-26,,Oberfeld 2,SG,Mons Kraftwerke AG,47.2841,9.5138,BFE
2015-03-30,Albligen,Renewable energy,Solar,,Connected unit,0.30263,3183,PV BZA AG Albligen,272.06567,,2011-07-29,,Boden 45a & 45b,BE,BZA AG ,46.8488,7.3226,BFE
2015-03-31,Buchs,Renewable energy,Solar,,Connected unit,0.46358,9470,PV Fuchs Immo Concept GmbH Buchs - D3,441.63700000000006,,2011-05-24,,Heldaustrasse 56,SG,Fuchs Immo Concept GmbH,47.1687,9.457,BFE
2015-03-31,Sumvitg,Renewable energy,Hydro,,Diversion plant,24.3,7175,*KW Russein,56535.38214,,2012-06-19,,"H19 Oberalpstrasse, Punt Russein ",GR,Kraftwerk Russein AG c/o Axpo Power AG,46.7555,8.9166,BFE
2015-03-31,Dussnang,Renewable energy,Solar,,Connected unit,0.19474,8374,PV Stromwerk AG Dussnang,181.01011999999997,,2011-05-03,,Essenheidstrasse 2a (Parzelle 1151),TG,Stromwerk AG,47.4234,8.9446,BFE
2015-03-31,Münchenbuchsee,Renewable energy,Solar,,Connected unit,0.20088,3053,PV UWYTEC GmbH Münchenbuchsee,185.45759999999999,,2011-06-14,,Bielstrasse 32,BE,UWYTEC GmbH,47.0194,7.4191,BFE
2015-03-31,Kriens,Renewable energy,Solar,,Connected unit,0.03402,6010,PV Schweizer Naturstrom AG Kriens - Grossfeld 1,30.021,,2011-07-29,,Horwerstrasse 3a,LU,Schweizer Naturstrom AG,46.9793,8.2555,BFE
2015-03-31,Villars-le-Grand,Renewable energy,Solar,,Connected unit,0.2,1584,PV Eco Energie Etoy Société coopérative Villars-le-Grand - halle agri ,3.36425,,2011-06-16,,Rue du Bornalet,VD,Eco Energie Etoy Société coopérative à Lully VD,46.9045,6.9997,BFE
2015-03-31,Egliswil,Renewable energy,Solar,,Connected unit,0.54567,5704,PV Alteno Solar AG Egliswil - Rollstar AG,544.56016,,2011-07-05,,Schlattweg 2,AG,Alteno Solar AG,47.3517,8.1921,BFE
2015-03-31,Sumvitg,Renewable energy,Hydro,,Diversion plant,24.3,7175,*K Axpo Power AG - Ausbau KW Russein,0.0,,2012-06-19,,"H19 Oberalpstrasse, Punt Russein ",GR,Axpo Power AG,46.7555,8.9166,BFE
2015-03-31,Müstair,Renewable energy,Solar,,Connected unit,0.165,7537,PV Dalaval GmbH Müstair - 6,163.87560000000002,,2011-05-07,,Palü d'Aint 226A,GR,Dalaval GmbH,46.6273,10.4477,BFE
2015-03-31,Landquart,Renewable energy,Solar,,Connected unit,0.28509,7302,PV MM Bau GmbH Landquart - Ganda,241.84526,,2010-12-24,,Ganda,GR,MM Bau GmbH,46.9614,9.5749,BFE
2015-04-07,Uznach,Renewable energy,Hydro,,Diversion plant,0.58,8730,K WKW Uznaberg,1760.7067799999998,,2010-03-31,,Zürcherstrasse 94,SG,Uznaberg AG 1,47.2265,8.9823,BFE
2015-04-10,Selzach,Renewable energy,Solar,,Connected unit,0.38051,2545,PV Primo Energien AG Selzach,358.31384999999995,,2010-12-04,,Industriestrasse 28,SO,Primo Energien AG,47.2178,7.4471,BFE
2015-04-15,Gsteig b. Gstaad,Renewable energy,Hydro,,Diversion plant,0.75,3785,K WKW Elektrizitätsgensosenschaft Gsteig - Erneuerung,2524.185,,2010-02-18,,Rohrstrasse 10,BE,Elektrizitätsgenossenschaft Gsteig,46.3663,7.2505,BFE
2015-05-01,Hagneck,Renewable energy,Hydro,,other Hydro,0.04,2575,K Bielersee Kraftwerke AG (BIK) Hagneck - Dotierwasserkraftwerk WKW Standort Verteilbecken,207.41746,,2012-04-03,,Seestrasse 25,BE,Bielersee Kraftwerke AG (BIK),47.0607,7.1944,BFE
2015-05-04,Cugnasco,Renewable energy,Hydro,,Drinking water plant,0.037,6516,K Municipio di Cugnasco-Gerra Cugnasco - Piccola centrale serbatoio Pianascio,175.26196000000002,,2008-10-15,,Pianascio ,TI,Municipio di Cugnasco-Gerra,46.1979,8.9061,BFE
2015-05-04,Dagmersellen,Renewable energy,Bioenergy,,Biomass and biogas,0.22,6252,ARA Oberes Wiggertal Dagmersellen - Ersatz BHKW Klärgas,515.8905,,2011-07-21,,Obere Wigger,LU,ARA Oberes Wiggertal,47.2146,7.998,BFE
2015-05-20,Hagneck,Renewable energy,Hydro,,other Hydro,0.28,2575,K Bielersee Kraftwerke AG (BIK) Hagneck - Dotierwasserkraftwerk WKW Standort Zentrale,1026.7825399999997,,2012-04-03,,Seestrasse 25,BE,Bielersee Kraftwerke AG (BIK),47.0607,7.1944,BFE
2015-05-20,Langnau,Renewable energy,Hydro,,Run-of-river,0.162,3550,K ENWAG AG c/o Jost AG Langnau - Kleinkraftwerk Obermatt,813.7671,,2009-08-19,,Obermattweg 25,BE,ENWAG AG c/o Jost AG,46.9349,7.7862,BFE
2015-05-26,Escholzmatt,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.14,6182,B Bucher Josef AG Escholzmatt - Holzvergaseranlage,1132.8625200000001,,2011-07-16,,Hauptstrasse 131,LU,Bucher Josef AG,46.928,7.9358,BFE
2015-05-28,Galmiz,Renewable energy,Bioenergy,,Biomass and biogas,0.15,3285,B Kompostieranlage Seeland AG Galmiz - SmartFerm,813.9745,,2014-06-23,,Setzli 3,FR,Kompostieranlage Seeland AG,46.9619,7.1462,BFE
2015-06-07,Wabern,Renewable energy,Solar,,Connected unit,0.05047,3084,PV Guggisberg Dachtechnik AG Wabern - Werkgasse 20/24,20.13,,2011-09-28,,Werkstrasse 20 & 24,BE,Guggisberg Dachtechnik AG,46.9216,7.4525,BFE
2015-06-11,Ebikon,Renewable energy,Solar,,Connected unit,0.10842,6030,PV BE Netz AG Ebikon - Clubgebäude FC Ebikon,97.54025999999999,,2010-04-07,,Rischstrasse 13,LU,BE Netz AG,47.0809,8.3425,BFE
2015-06-11,Ennetmoos,Renewable energy,Solar,,Connected unit,0.079,6372,PV Einfache Gesellschaft Solarenergie Burach Ennetmoos,85.10229,,2010-03-16,,Burach,NW,Einfache Gesellschaft Solarenergie Burach,46.9455,8.3186,BFE
2015-06-16,Trübbach,Renewable energy,Solar,,Connected unit,0.08424,9477,PV Heizplan AG Trübbach,84.51063,,2010-10-18,,Fuchsbüelstrasse 4,SG,Heizplan AG,47.0781,9.4882,BFE
2015-06-16,Huttwil,Renewable energy,Hydro,,Run-of-river,0.052,4950,K Energie AG Sumiswald Huttwil - Lochmühle,222.31963000000005,,2010-04-23,,Lochmühleweg 28,BE,Energie AG Sumiswald,47.1101,7.8526,BFE
2015-06-17,Biel,Renewable energy,Solar,,Connected unit,2.105,2504,PV Energie Service Biel/Bienne - Tissot Arena,1996.9633600000002,,2008-05-01,,Eisfeldstrasse 1,BE,Energie Service Biel/Bienne ,47.1582,7.2831,BFE
2015-06-23,Belp,Renewable energy,Solar,,Connected unit,0.05607,3123,PV Straub Hydraulik AG Belp,54.4972,,2011-07-15,,Jägerheimweg  264C,BE,Straub Hydraulik AG,46.8933,7.5074,BFE
2015-06-24,Spreitenbach,Renewable energy,Solar,,Connected unit,0.0468,8957,PV Kornhaus Verwaltungs AG Spreitenbach -  Bahnhofstrasse 100,45.79719999999999,,2010-06-17,,Bahnhofstrasse 100,AG,Kornhaus Verwaltungs AG,47.4174,8.3667,BFE
2015-06-25,Uetendorf,Renewable energy,Solar,,Connected unit,0.37485,3661,*PV Elenkavest AG Uetendorf - Garaventa AG,369.77759999999995,,2009-10-01,,Glütschbachstrasse 94,BE,Elenkavest AG,46.7758,7.5772,BFE
2015-06-25,Satigny,Renewable energy,Solar,,Integrated unit,0.0475,1242,PV Domaine des Abeilles d Or Satigny,43.99437,,2011-09-12,,Chemin du Paradis 0E 02,GE,Domaine des Abeilles d'Or,46.2154,6.0271,BFE
2015-06-25,Thun,Renewable energy,Solar,,Connected unit,0.11425,3608,PV AMM Künzli Thun Glas- und Metallbau AG Thun-Allmendingen - Tempelstrasse 9,106.05842000000001,,2009-12-17,,Tempelstrasse 9,BE,AMM Künzli Thun Glas- und Metallbau AG,46.7399,7.5988,BFE
2015-06-25,Uetendorf,Renewable energy,Solar,,Connected unit,0.37485,3661,*PV Elenkavest AG Uetendorf - Garaventa AG,53.729600000000005,,2009-10-01,,Glütschbachstrasse 94,BE,Brunner + Imboden AG,46.7758,7.5772,BFE
2015-06-26,Lausanne,Renewable energy,Solar,,Connected unit,0.0546,1004,PV Kornhaus Verwaltungs AG Lausanne - Rue de Genève 77,62.34700000000001,,2010-03-03,,Rue de Genève 77,VD,Kornhaus Verwaltungs AG,46.5285,6.6187,BFE
2015-06-28,Niederwil,Renewable energy,Solar,,Connected unit,0.18356,9203,PV Bion Gewerbehaus AG Niederwil - Moos,180.2272,,2009-08-10,,Im Dorf 23 (Parz. 766),SG,Bion Gewerbehaus AG,47.4304,9.1999,BFE
2015-06-29,Ebikon,Renewable energy,Solar,,Connected unit,0.03834,6030,PV Be Netz AG Ebikon - Schulhaus Zentral 2a,29.43,,2010-04-07,,Rütihof Parzelle 394,LU,BE Netz AG,47.0809,8.3425,BFE
2015-06-29,Steffisburg,Renewable energy,Solar,,Connected unit,0.22083,3613,PV Stiftung der Eric Schweizer AG Steffisburg,207.72239999999996,,2009-10-01,,Maienstrasse 10,BE,Stiftung der Eric Schweizer AG,46.771,7.6145,BFE
2015-06-29,Ebikon,Renewable energy,Solar,,Connected unit,0.0356,6030,PV BE Netz AG Ebikon -  Feuerwehrmagazin,29.123,,2010-04-07,,Dorfstrasse 15a (Parzelle 84),LU,BE Netz AG,47.0809,8.3425,BFE
2015-06-29,Ebikon,Renewable energy,Solar,,Connected unit,0.06939,6030,PV BE Netz AG Ebikon - Werkhof Parzelle 90,59.66016,,2010-04-07,,Dorfstrasse 15,LU,BE Netz AG,47.0809,8.3425,BFE
2015-06-30,Genf,Renewable energy,Solar,,Connected unit,0.07956,1224,PV Kornhaus Verwaltungs AG Genf - Avenue de Chatelaine 85,78.26074,,2010-02-24,,Avenue de Chatelaine 85,GE,Kornhaus Verwaltungs AG,46.2032,6.1951,BFE
2015-07-01,Thörigen,Renewable energy,Solar,,Connected unit,0.1188,3367,PV LANDI Buchsi Thörigen - D4,149.2953,,2011-05-03,,Buchsistrasse 10b,BE,LANDI Buchsi Genossenschaft,47.1754,7.7328,BFE
2015-07-14,Birsfelden,Renewable energy,Solar,,Connected unit,0.03519,4127,Eisenbahner-Baugenossenschaft beider Basel (EBG) Birsfelden ,13.89731,,2011-08-03,,Friedhofstrasse  27-31,BL,Eisenbahner-Baugenossenschaft beider Basel (EBG),47.5481,7.6269,BFE
2015-07-14,Birsfelden,Renewable energy,Solar,,Connected unit,0.03519,4127,Eisenbahner-Baugenossenschaft beider Basel (EBG) Birsfelden,13.654189999999998,,2011-08-03,,Sonnenbergstrasse 34-38,BL,Eisenbahner-Baugenossenschaft beider Basel (EBG),47.5481,7.6269,BFE
2015-07-22,Grosswangen,Renewable energy,Solar,,Connected unit,0.34403,6022,PV Afimag AG Grosswangen - Turnhalle & Schulhaus,67.05296000000001,,2011-07-22,,Schulhaus 68,LU,Afimag AG,47.1329,8.0548,BFE
2015-07-24,Grono,Renewable energy,Hydro,,Drinking water plant,0.09,6537,K TW Energie AG Grono - TWKW La Posa,557.42741,,2010-02-25,,Reservoir La Posa ,GR,TW Energie AG,46.2326,9.1833,BFE
2015-08-11,Roggwil,Renewable energy,Solar,,Connected unit,0.38696,9325,PV Energie-Genossenschaft Roggwil (EN-GE-RO) Roggwil - RWD,340.77819999999997,,2011-06-07,,St. Gallerstrasse 21,TG,Energie-Genossenschaft Roggwil (EN-GE-RO),47.51,9.3924,BFE
2015-08-18,Langenthal,Renewable energy,Solar,,Connected unit,0.63024,4900,PV Calag Carrosserie Langenthal AG,590.668,,2011-06-24,,Chasseralstrasse 7,BE,Calag Carrosserie Langenthal AG,47.2175,7.7951,BFE
2015-08-18,Rossa,Renewable energy,Hydro,,Drinking water plant,0.0328,6548,K Commune di Rossa - Microcentrale Pighé,243.43346999999997,,2015-02-19,,Cancelleria comunale,GR,Comune di Rossa,46.4089,9.1315,BFE
2015-08-19,Dürrenroth,Renewable energy,Solar,,Connected unit,0.41012,3465,PV a+o immobilien ag Dürrenroth,451.056,,2010-07-07,,Mattenweg 2,BE,a+o immobilien ag,47.0802,7.7848,BFE
2015-08-20,Schwanden,Renewable energy,Hydro,,Drinking water plant,0.185,8762,K Gemeinde Glarus Süd Schwanden - TWKW Soolsteg,257.57415999999995,,2013-03-28,,Soolsteg,GL,Gemeinde Glarus Süd,46.9672,9.0996,BFE
2015-08-24,Schneisingen,Renewable energy,Solar,,Connected unit,0.13695,5425,PV Soltermann Solar GmbH Schneisingen,140.3173,,2011-03-22,,Waldhof ,AG,Soltermann Solar GmbH,47.528,8.3666,BFE
2015-08-24,Lenzburg,Renewable energy,Hydro,,Diversion plant,0.125,5600,K Entegra Wasserkraft AG St. Gallen - KW Hämmerli Lenzburg,450.07608,,2008-05-02,,Seonerstrasse 37,AG,Entegra Wasserkraft AG,47.3804,8.1744,BFE
2015-08-25,Malans,Renewable energy,Solar,,Integrated unit,0.08064,7208,PV Gemeinde Malans - Eschergut,47.391960000000005,,2011-10-17,,Lehengasse 4,GR,Gemeinde Malans,46.9896,9.5818,BFE
2015-08-27,Winterthur,Renewable energy,Solar,,Connected unit,0.11178,8405,PV Tennis und Squash Grüze AG Winterthur,107.69499999999998,,2011-07-21,,im Hölderli 9,ZH,Tennis und Squash 'Grüze' AG,47.4776,8.7783,BFE
2015-08-28,Eschenbach,Renewable energy,Solar,,Connected unit,0.22925,6274,PV Koller Thermopic AG Eschenbach,81.82378999999999,,2011-11-08,,Houlern 1,LU,Koller Thermopic AG,47.1252,8.314,BFE
2015-08-31,Murgenthal,Renewable energy,Hydro,,Diversion plant,0.09,4853,K Kurth & Co hydro GmbH Ammannsegg - Kleinwasserkraftwerk Holzloch,309.12120000000004,,2013-02-13,,Holzloch 1,AG,Kurth & Co hydro GmbH,47.2607,7.8347,BFE
2015-09-01,Gryon,Renewable energy,Hydro,,Drinking water plant,0.043,1882,K Commune de Gryon - centrale hydraulique de Sergnièle,163.99409,,2009-10-02,,Chemin du Pontet,VD,Commune de Gryon,46.2861,7.1325,BFE
2015-09-02,Laupersdorf,Renewable energy,Solar,,Connected unit,0.1207,4712,PV DF Energie GmbH Laupersdorf - Chäppelisackerstrom,125.25076999999999,,2010-12-27,,Käppelisacker 2,SO,DF Energie GmbH,47.3087,7.6529,BFE
2015-09-03,Steinhausen,Renewable energy,Solar,,Connected unit,0.14378,6312,PV Gemeinde Steinhausen - Turnhalle,141.24393,,2009-10-28,,Turnhalle Sunnegrund,ZG,Gemeinde Steinhausen,47.1988,8.4864,BFE
2015-09-08,Saas im Prättigau,Renewable energy,Solar,,Connected unit,0.09932,7247,PV Thomas Steinmann AG Saas - Werkhalle,75.23948999999999,,2011-06-20,,Trunstrasse 4,GR,Thomas Steinmann AG Spenglerei + Bedachungen,46.9101,9.8448,BFE
2015-09-09,Matten,Renewable energy,Hydro,,Run-of-river,0.243,3773,K Kraftwerke Fermelbach BKW - Zwischenstufe Albrist,1046.4233800000002,,2009-04-03,,Brandweidleni,BE,Kraftwerke Fermelbach AG,46.5093,7.4716,BFE
2015-09-09,Savièse,Renewable energy,Hydro,,Drinking water plant,0.58,1965,K Sionne Energie SA Sion - Turbinage Arbaz II,1602.63575,,2010-12-13,,La Sionne,VS,Sionne Energie SA,46.2528,7.3216,BFE
2015-09-15,Moutier,Renewable energy,Hydro,,Diversion plant,0.075,2740,K Bleue-Verte SA & Turbinor SA Moutier - PCH Tunnel du Graitery,307.81967,,2013-07-17,,Les Evalins 1B,BE,Bleue-Verte SA & Turbinor SA,47.2785,7.3702,BFE
2015-09-16,Hildisrieden,Renewable energy,Solar,,Connected unit,0.06422,6024,PV Gemeinde Hildisrieden - Schulhaus,58.197120000000005,,2010-09-20,,Sempacherstasse 7,LU,Gemeinde Hildisrieden,47.1463,8.235,BFE
2015-09-16,Effretikon,Renewable energy,Solar,,Connected unit,0.29337,8307,PV Lagerhaus Langhag AG Effretikon - Lager/Büro Neubau Langhag,151.84359999999998,,2011-10-26,,Im Langhag 7,ZH,Lagerhaus Langhag AG Effretikon,47.4248,8.6903,BFE
2015-09-16,Alosen,Renewable energy,Solar,,Connected unit,0.047,6315,PV Betriebsgemeinschaft Obermatt-Grod Alosen,24.71,,2011-05-24,,Obermatt,ZG,Betriebsgemeinschaft Obermatt-Grod,47.1452,8.6523,BFE
2015-09-17,Landquart,Renewable energy,Solar,,Connected unit,0.77012,7302,PV Die Sonnenstrom AG Landquart,776.8082099999999,,2011-04-15,,Löserstrasse 1,GR,Die Sonnenstrom AG,46.9614,9.5749,BFE
2015-09-17,Eischoll,Renewable energy,Solar,,Connected unit,0.09984,3943,PV Eischoll Energie AG - Solaranlage MZH Turnhalle,124.19403999999999,,2011-08-17,,Kummackerstrasse 8,VS,Eischoll Energie AG,46.2824,7.7648,BFE
2015-09-18,Horn,Renewable energy,Solar,,Connected unit,0.4872,9326,PV Moschti AG Horn - Industriehalle,427.84459999999996,,2011-07-01,,Tübacherstrasse 19,TG,Moschti AG,47.4927,9.4602,BFE
2015-09-18,Kirchberg,Renewable energy,Solar,,Connected unit,0.57096,3422,PV IGIMO AG Kirchberg - Neubau Selecta,553.62133,,2011-05-19,,Industrie Neuhof 78,BE,IGIMO AG,47.0784,7.6015,BFE
2015-09-21,Frauenfeld,Renewable energy,Solar,,Connected unit,2.34353,8500,PV Rieser + Vetter Lagerhaus AG Frauenfeld - Lagerhalle Langdorfstrase,1293.7636499999999,,2011-08-16,,Langdorfstrasse 37 und 37A,TG,Rieser & Vetter Lagerhaus AG,47.5603,8.9036,BFE
2015-09-21,Wohlen,Renewable energy,Solar,,Connected unit,0.16744,5610,PV Immobreiti AG Wohlen,147.45310999999995,,2010-11-25,,Breitistrasse 8,AG,Immobreiti AG,47.3507,8.2859,BFE
2015-09-22,Mosnang,Renewable energy,Solar,,Connected unit,0.0305,9607,PV Säulizucht Chrimberg AG Mosnang,26.790770000000002,,2011-05-08,,Chrimberg,SG,Säulizucht Chrimberg AG,47.3607,9.0364,BFE
2015-09-22,Märstetten,Renewable energy,Solar,,Connected unit,0.3269,8560,PV Hess Druck AG Märstetten,322.17089999999996,,2011-08-19,,Schützlerweg 3,TG,Hess Druck AG,47.5932,9.0746,BFE
2015-09-24,Affoltern,Renewable energy,Solar,,Integrated unit,0.07308,3416,PV Einwohnergemeinde Affoltern i. E. Affoltern,67.59389999999999,,2010-07-30,,Schulhausstrasse 4,BE,Einwohnergemeinde Affoltern i. E.,47.068,7.7246,BFE
2015-09-24,Oetwil,Renewable energy,Solar,,Connected unit,0.128,8618,PV Déesse AG Oetwil am See ZH,132.12475,,2011-05-19,,Industriestrasse 10,ZH,Déesse AG,47.2746,8.7182,BFE
2015-09-24,Yens,Renewable energy,Solar,,Connected unit,0.1079,1169,PV Commune de Yens -  Bourdon,79.30875,,2009-12-23,,Chemin du Rossé 3,VD,Commune de Yens,46.5252,6.4055,BFE
2015-09-25,Sihlbrugg,Renewable energy,Solar,,Connected unit,0.32018,6340,PV Wesenmatt AG Sihlbrugg,304.6114,,2011-06-17,,Wesenmatt 42,ZG,Wesenmatt AG,47.2339,8.573,BFE
